chr1	3099	3162	1
chr1	4317	4338	1
chr1	874	893	1
chr1	161	243	1
chr1	3559	3596	1
chr1	2370	2411	1
chr1	1585	1715	1
chr1	1716	1782	1
chr1	318	417	1
chr1	3367	3387	1
chr1	4024	4119	1
chr1	3656	3727	1
chr1	432	466	1
chr1	344	401	1
chr1	169	186	1
chr1	740	1033	1
chr1	4807	4864	1
chr1	2081	2166	1
chr1	3725	3809	1
chr1	1432	1527	1
chr1	3303	3934	1
chr1	1573	1687	1
chr1	3228	3235	1
chr1	1412	1583	1
chr1	1112	1339	1
chr1	2081	2084	1
chr1	3397	3429	1
chr1	4756	4806	1
chr1	3419	3596	1
chr1	3788	3862	1
chr1	4237	4265	1
chr1	4834	4906	1
chr1	965	1019	1
chr1	3604	3624	1
chr1	1688	1715	1
chr1	346	384	1
chr1	4298	4318	1
chr1	945	1018	1
chr1	487	514	1
chr1	3597	3655	1
chr1	477	488	1
chr1	4487	4979	1
chr1	2307	2370	1
chr1	2991	3101	1
chr1	3597	3658	1
chr1	812	909	1
chr1	1716	1783	1
chr1	3367	3386	1
chr1	421	591	1
chr1	3387	3428	1
chr1	629	672	1
chr1	2005	2039	1
chr1	1052	1111	1
chr1	3610	3656	1
chr1	3240	3524	1
chr1	904	937	1
chr1	4266	4402	1
chr1	673	740	1
chr1	2852	2855	1
chr1	4693	4755	1
chr1	4533	4636	1
chr1	2190	2369	1
chr1	344	430	1
chr1	4894	4979	1
chr1	681	705	1
chr1	276	316	1
chr1	487	536	1
chr1	2081	2185	1
chr1	673	789	1
chr1	1453	1505	1
chr1	4036	4119	1
chr1	965	1018	1
chr1	180	211	1
chr1	3337	3354	1
chr1	119	160	1
chr1	338	472	1
chr1	1784	1896	1
chr1	1789	1809	1
chr1	1405	1584	1
chr1	911	915	1
chr1	1185	1294	1
chr1	161	186	1
chr1	1744	1783	1
chr1	629	739	1
chr1	1717	1809	1
chr1	2081	2306	1
chr1	938	944	1
chr1	1020	1033	1
chr1	3021	3040	1
chr1	2212	2290	1
chr1	2005	2028	1
chr1	1528	1730	1
chr1	318	419	1
chr1	1184	1294	1
chr1	1368	1504	1
chr1	1515	1719	1
chr1	3201	3228	1
chr1	2228	2247	1
chr1	420	431	1
chr1	3659	3724	1
chr1	418	448	1
chr1	4370	4400	1
chr1	431	466	1
chr1	122	168	1
chr1	1810	1877	1
chr1	4130	4154	1
chr1	3355	3391	1
chr1	4512	4532	1
chr1	3306	3418	1
chr1	3067	3104	1
chr1	1867	1911	1
chr1	2186	2227	1
chr1	4956	4979	1
chr1	3105	3200	1
chr1	812	829	1
chr1	1916	1968	1
chr1	3597	3656	1
chr1	80	118	1
chr1	515	571	1
chr1	3213	3235	1
chr1	3597	3603	1
chr1	1341	1360	1
chr1	854	873	1
chr1	4238	4264	1
chr1	674	789	1
chr1	937	974	1
chr1	2976	3200	1
chr1	2213	2247	1
chr1	4130	4229	1
chr1	1897	2076	1
chr1	1408	1491	1
chr1	273	308	1
chr1	309	337	1
chr1	4319	4369	1
chr1	3455	3500	1
chr1	4339	4369	1
chr1	3267	3306	1
chr1	1340	1406	1
chr1	680	739	1
chr1	2029	2076	1
chr1	2040	2076	1
chr1	3029	3069	1
chr1	4756	4833	1
chr1	273	317	1
chr1	3041	3106	1
chr1	1635	1687	1
chr1	2411	2419	1
chr1	512	538	1
chr1	346	431	1
chr1	573	598	1
chr1	1745	1887	1
chr1	3951	4035	1
chr1	4370	4401	1
chr1	1266	1343	1
chr1	2086	2089	1
chr1	3951	4021	1
chr1	1687	1715	1
chr1	3696	3725	1
chr1	1075	1142	1
chr1	3501	3559	1
chr1	3863	3950	1
chr1	3657	3695	1
chr1	11	18	1
chr1	4130	4316	1
chr1	1906	2004	1
chr1	2997	3040	1
chr1	1034	1051	1
chr1	1340	1408	1
chr1	830	853	1
chr1	1111	1146	1
chr1	4253	4265	1
chr1	1147	1339	1
chr1	4238	4265	1
chr1	4637	4690	1
chr1	2105	2186	1
chr1	3501	3596	1
chr1	2247	2341	1
chr1	3429	3454	1
chr1	3525	3565	1
chr1	3139	3201	1
chr1	2976	3181	1
chr1	2287	2370	1
chr1	546	582	1
chr1	273	316	1
chr1	2991	3004	1
chr1	3728	3934	1
chr1	1716	1789	1
chr1	3863	3922	1
chr1	477	487	1
chr1	1648	1706	1
chr1	4511	4533	1
chr1	1784	1911	1
chr1	2371	2410	1
chr1	4265	4297	1
chr1	255	265	1
chr1	652	672	1
chr1	3863	3949	1
chr1	3337	3366	1
chr1	267	308	1
chr1	4865	4893	1
chr1	3070	3201	1
chr1	938	964	1
chr1	4420	4486	1
chr1	161	193	1
chr1	4401	4494	1
chr1	1573	1597	1
chr1	658	679	1
chr1	1969	2004	1
chr1	4576	4636	1
chr1	4402	4511	1
chr1	2090	2211	1
chr1	1295	1407	1
chr1	4022	4119	1
chr1	3201	3266	1
chr1	4130	4296	1
chr1	121	139	1
chr1	489	535	1
chr1	1361	1411	1
chr1	1720	1911	1
chr1	3104	3200	1
chr1	537	572	1
chr1	356	383	1
chr1	11	77	1
chr1	3102	3138	1
chr1	3202	3336	1
chr1	1506	1572	1
chr1	275	317	1
chr1	3267	3301	1
chr1	1407	1452	1
chr1	473	545	1
chr1	3201	3229	1
chr1	1878	1910	1
chr1	3229	3266	1
chr1	4691	4713	1
chr1	545	582	1
chr1	2167	2330	1
chr1	1344	1371	1
chr1	3657	3725	1
chr1	402	431	1
chr1	1372	1686	1
chr1	3455	4023	1
chr1	4369	4402	1
chr1	3449	3564	1
chr1	1048	1074	1
chr1	4297	4368	1
chr1	3005	3020	1
chr1	1584	1647	1
chr1	3658	3724	1
chr1	1688	1716	1
chr1	3565	3596	1
chr1	625	657	1
chr1	975	1019	1
chr1	4230	4252	1
chr1	2991	3066	1
chr1	489	591	1
chr1	3107	3200	1
chr1	187	211	1
chr1	2854	2859	1
chr1	3236	3302	1
chr1	787	811	1
chr1	2342	2370	1
chr1	3850	3862	1
chr1	539	598	1
chr1	3950	4022	1
chr1	3560	3596	1
chr1	3682	3724	1
chr1	1810	1866	1
chr1	1295	1344	1
chr1	1143	1184	1
chr1	194	243	1
chr1	4370	4510	1
chr1	4907	4975	1
chr1	2997	3028	1
chr1	739	767	1
chr1	4401	4575	1
chr1	2186	2286	1
chr1	3041	3098	1
chr1	4714	4755	1
chr1	3951	4018	1
chr1	187	246	1
