chr1	706	726	1
chr1	1227	1242	1
chr1	79	110	1
chr1	482	526	1
chr1	1751	1784	1
chr1	1182	1205	1
chr1	4758	4803	1
chr1	4788	4801	1
chr1	3238	3266	1
chr1	195	209	1
chr1	4368	4398	1
chr1	4042	4058	1
chr1	3726	3740	1
chr1	384	402	1
chr1	1344	1359	1
chr1	1047	1071	1
chr1	546	562	1
chr1	3087	3101	1
chr1	1869	1887	1
chr1	3546	3559	1
chr1	873	899	1
chr1	3143	3161	1
chr1	3537	3559	1
chr1	2996	3024	1
chr1	3810	3846	1
chr1	3141	3159	1
chr1	3436	3483	1
chr1	4671	4686	1
chr1	904	920	1
chr1	1741	1782	1
chr1	3566	3592	1
chr1	1614	1630	1
chr1	3366	3387	1
chr1	1852	1865	1
chr1	1530	1559	1
chr1	1265	1279	1
chr1	4142	4158	1
chr1	4788	4802	1
chr1	2100	2126	1
chr1	3182	3197	1
chr1	1687	1705	1
chr1	652	672	1
chr1	4787	4802	1
chr1	3070	3102	1
chr1	3502	3523	1
chr1	1114	1144	1
chr1	3566	3591	1
chr1	629	645	1
chr1	4140	4159	1
chr1	4865	4891	1
chr1	3453	3478	1
chr1	3141	3158	1
chr1	1835	1849	1
chr1	4869	4890	1
chr1	1208	1241	1
chr1	2370	2402	1
chr1	4820	4832	1
chr1	3863	3886	1
chr1	1327	1343	1
chr1	1597	1611	1
chr1	943	967	1
chr1	2312	2330	1
chr1	135	155	1
chr1	125	159	1
chr1	4406	4419	1
chr1	3396	3425	1
chr1	1874	1888	1
chr1	4940	4953	1
chr1	2041	2058	1
chr1	3887	3914	1
chr1	2130	2155	1
chr1	1914	1942	1
chr1	4689	4723	1
chr1	1266	1279	1
chr1	3365	3387	1
chr1	512	527	1
chr1	3003	3024	1
chr1	829	902	1
chr1	1634	1686	1
chr1	1227	1246	1
chr1	986	1014	1
chr1	1086	1109	1
chr1	3004	3022	1
chr1	1208	1249	1
chr1	1835	1848	1
chr1	4613	4630	1
chr1	4939	4954	1
chr1	2130	2165	1
chr1	4379	4397	1
chr1	743	758	1
chr1	3728	3777	1
chr1	1616	1630	1
chr1	2272	2285	1
chr1	3504	3564	1
chr1	1614	1628	1
chr1	1687	1706	1
chr1	222	238	1
chr1	3739	3777	1
chr1	1751	1782	1
chr1	3539	3559	1
chr1	4143	4159	1
chr1	3051	3065	1
chr1	3069	3084	1
chr1	38	67	1
chr1	3438	3499	1
chr1	1525	1583	1
chr1	2041	2066	1
chr1	3453	3467	1
chr1	3397	3422	1
chr1	986	1015	1
chr1	4532	4547	1
chr1	3435	3451	1
chr1	1208	1250	1
chr1	970	1016	1
chr1	3023	3039	1
chr1	4740	4755	1
chr1	4296	4316	1
chr1	3336	3352	1
chr1	3753	3769	1
chr1	4736	4756	1
chr1	4267	4287	1
chr1	971	1016	1
chr1	3809	3837	1
chr1	3363	3428	1
chr1	738	789	1
