chr1	879582	894636
chr1	1152287	1167447
chr1	1167616	1170420
chr1	1189291	1209234
chr1	1227770	1243310
chr1	1243976	1247057
chr1	1246964	1260067
chr1	1260181	1264276
chr1	1309109	1310818
chr1	1321090	1334715
chr1	1337288	1342673
chr1	1447522	1470067
chr1	1477052	1510243
chr1	1716724	1822526
chr1	2323279	2336875
chr1	2439969	2458035
chr1	3541578	3546691
chr1	3695122	3713062
chr1	3728650	3773775
chr1	3805696	3816836
chr1	6281252	6296024
chr1	6685209	6693642
chr1	6694229	6761876
chr1	6845383	6932107
chr1	7831355	7841492
chr1	8021770	8045565
chr1	9908333	9970327
chr1	10093040	10241296
chr1	10516578	10532586
chr1	10535006	10690815
chr1	11072678	11085549
chr1	11114645	11120075
chr1	11126669	11159967
chr1	11333254	11348491
chr1	11724256	11734409
chr1	11734536	11741205
chr1	11979647	11986484
chr1	11994773	12035594
chr1	12079554	12092102
chr1	15817895	15850710
chr1	15986207	15988525
chr1	16133656	16134194
chr1	16174201	16266951
chr1	16268363	16302627
chr1	16573334	16678975
chr1	16693736	16724640
chr1	17345220	17380665
chr1	17866192	18024364
chr1	19542154	19578018
chr1	19578298	19586622
chr1	19629201	19638640
chr1	19638739	19655794
chr1	19665268	19812033
chr1	19923472	19956314
chr1	20825940	20834644
chr1	20959950	20978004
chr1	20978259	20988037
chr1	21069170	21113181
chr1	21132784	21437876
chr1	22379201	22427853
chr1	23631180	23670777
chr1	24018295	24023325
chr1	24069855	24088549
chr1	24104907	24114722
chr1	24286317	24289949
chr1	24290836	24306953
chr1	24969792	24999772
chr1	25548766	25558993
chr1	25664824	25688852
chr1	25757387	25826698
chr1	26146683	26159433
chr1	26496398	26497364
chr1	27202622	27216774
chr1	27248233	27273362
chr1	27561006	27635124
chr1	27648635	27662891
chr1	28157324	28178183
chr1	28218035	28241086
chr1	28526789	28559540
chr1	28562634	28564611
chr1	28764660	28826881
chr1	28879596	28905057
chr1	28929608	28969604
chr1	29063451	29096287
chr1	29474255	29508412
chr4	144106069	144145027
chr1	31404352	31538564
chr1	31732414	31769635
chr1	32095466	32110477
chr1	32479468	32509477
chr1	32645275	32663886
chr1	32687184	32697205
chr7	101459183	101927250
chr1	32830233	32860062
chr1	33086423	33116533
chr1	33116808	33151812
chr1	33240839	33283633
chr1	33476825	33502512
chr1	33789223	33815499
chr1	35315962	35325350
chr1	35899092	36023004
chr1	36065142	36107127
chr1	36554492	36559533
chr1	36602172	36615087
chr1	36690043	36770957
chr1	36859036	36863509
chr1	36921318	36929985
chr1	37955560	37980420
chr1	38032416	38061538
chr1	38147241	38156267
chr1	38268616	38273880
chr1	38273461	38275126
chr1	38422651	38455694
chr1	38478405	38490492
chr1	39456947	39471731
chr1	39492021	39500287
chr1	39874744	39882154
chr1	40204516	40222441
chr1	40723907	40759852
chr1	41157241	41237276
chr1	42922213	42926906
chr1	43124093	43142429
chr1	43232919	43245161
chr1	43272722	43283068
chr1	43312243	43318146
chr1	43629844	43637986
chr1	43829071	43833682
chr1	43849578	43855483
chr10	103605355	103815930
chr1	44115819	44171189
chr1	44440631	44443967
chr1	44679142	44686345
chr1	44686741	44820951
chr1	44870926	45117395
chr1	45316193	45452394
chr1	45468219	45476996
chr1	45477925	45481247
chr1	45976706	45987610
chr1	46092975	46152205
chr1	46153852	46160108
chr1	46654352	46664121
chr1	46744071	46769038
chr1	47023078	47069966
chr1	47140830	47184786
chr1	47799461	47844511
chr1	50902699	51425939
chr1	51701944	51739119
chr1	52082763	52254891
chr1	52485803	52521843
chr1	52497776	52499472
chr1	52816264	52831877
chr1	52888947	53018762
chr1	53150120	53164019
chr1	53480609	53517289
chr1	53679771	53686306
chr1	53692571	53704190
chr1	54317405	54355470
chr1	54411998	54433841
chr1	54492353	54519111
chr1	54519280	54571752
chr1	54665839	54684056
chr1	55181533	55208328
chr1	62146717	62190813
chr1	65298911	65432232
chr1	65886350	65901690
chr1	67395925	67454302
chr1	67873492	67896123
chr1	70610487	70671262
chr1	70671364	70718732
chr1	71528973	71546972
chr1	74663895	74674386
chr1	76251940	76260771
chr1	77554674	77685115
chr1	78028100	78148343
chr1	78161673	78225564
chr1	78414086	78444889
chr1	84944948	84964035
chr1	85715635	85725345
chr1	87170258	87213867
chr1	87380317	87575665
chr1	87794562	87814606
chr1	89318315	89357250
chr1	89445138	89458643
chr1	90460668	90501092
chr1	91380856	91487065
chr1	93615298	93645970
chr1	93811463	93835050
chr1	94331839	94344762
chr1	94350755	94374986
chr1	94883944	94984219
chr1	95699765	95712781
chr1	100503650	100548929
chr1	100652474	100715390
chr1	100731713	100758326
chr1	101455180	101491340
chr1	109289295	109352141
chr1	109472129	109506121
chr1	109606997	109618624
chr1	109633402	109639554
chr1	109756539	109780804
chr1	109941663	109969070
chr1	110198720	110204322
chr1	110574198	110597263
chr1	110881944	110889303
chr1	110943875	110950546
chr1	111659791	111682838
chr1	111982511	111991878
chr1	111992085	112005395
chr1	112162404	112259317
chr5	141000447	141016416
chr2	203070902	203103322
chr1	114436816	114447746
chr1	115110180	115124236
chr1	115312104	115323308
chr1	117910070	118071492
chr1	118472361	118509166
chr1	119573838	119683295
chr1	145096406	145116997
chr1	145456235	145470400
chr1	145507556	145513535
chr1	145516371	145523730
chr1	145590666	145610913
chr1	145611017	145696216
chr1	146714333	146767443
chr1	149871120	149872348
chr1	149895208	149899695
chr1	150190716	150208460
chr1	150237798	150241609
chr1	150266261	150281414
chr1	150293981	150325709
chr1	150594598	150602098
chr1	150782189	150849075
chr1	150898814	150937220
chr1	150937648	150947479
chr1	150969300	150980854
chr1	150980924	151008189
chr1	151129104	151142773
chr1	151132223	151138378
chr1	151138497	151142773
chr1	151148775	151162689
chr1	151171020	151222007
chr1	151227196	151239954
chr1	151254774	151264648
chr1	151264272	151300191
chr1	151372048	151374413
chr1	151732122	151735972
chr1	153606541	153618782
chr1	153631129	153634328
chr1	153634263	153643469
chr1	153700525	153747284
chr1	153777202	153895448
chr1	153920151	153931088
chr1	153931574	153940208
chr1	153946744	153950150
chr1	154179176	154193273
chr1	154193430	154243323
chr1	154245038	154248355
chr1	154521052	154531138
chr1	154897215	154909195
chr1	154929501	154934258
chr1	154955819	154965587
chr1	155204242	155211040
chr1	155225771	155232151
chr1	155278538	155290457
chr1	155629232	155658568
chr1	155658881	155708800
chr1	155978838	155990742
chr1	156005089	156023589
chr1	156024516	156028301
chr1	156163722	156182587
chr1	156182778	156209868
chr1	156182778	156213123
chr1	156219014	156252616
chr1	156278758	156308083
chr1	156561567	156564091
chr1	156564099	156571279
chr1	156698260	156706752
chr1	156707093	156710923
chr1	156711900	156721467
chr1	156737326	156770606
chr1	156904631	157015162
chr1	160185504	160232350
chr1	160246598	160254941
chr1	160258383	160313040
chr1	160313172	160328739
chr1	161009040	161015769
chr1	161070350	161087827
chr1	161087894	161090984
chr1	161090763	161102457
chr1	161123767	161128646
chr1	161141099	161147297
chr1	161169104	161184184
chr1	161284165	161334535
chr1	161736109	161933860
chr1	162531295	162569633
chr20	49126919	49201777
chr1	165600470	165625372
chr1	165631448	165667900
chr1	165693527	165738159
chr1	165796850	165880855
chr1	166825748	166845501
chr1	167510250	167522999
chr1	167885912	167906307
chr1	168148199	168171347
chr1	169337116	169365780
chr1	169761669	169764048
chr1	169818771	169863037
chr1	172410596	172413230
chr1	173446473	173457954
chr1	173684119	173755825
chr1	173793810	173827684
chr1	174982093	174992561
chr1	175913966	176176422
chr1	178995028	179045702
chr1	179051204	179065129
chr1	179826956	179846941
chr1	180124003	180173165
chr1	180257364	180471712
chr1	182808481	182857117
chr1	183441505	183523328
chr1	184020784	184043344
chr1	184659371	184723992
chr1	185087234	185126085
chr1	185265519	185286375
chr1	192981382	193028523
chr1	193065594	193075187
chr1	200374074	200379186
chr1	200613164	200639035
chr1	201103898	201123683
chr1	201798284	201853418
chr1	201924630	201939792
chr1	201951775	201975271
chr1	202102531	202113865
chr1	202909959	202927440
chr1	203764664	203823256
chr1	203766650	203770200
chr1	204372491	204380945
chr1	205052256	205053588
chr1	205577070	205602000
chr1	205681949	205719310
chr1	206764974	206785818
chr1	206858364	206907630
chr1	207925382	207968861
chr1	210001316	210030910
chr1	211744909	211752503
chr1	212458751	212535195
chr1	212606261	212619721
chr1	220141941	220219847
chr1	220230823	220263130
chr1	220267473	220321383
chr1	220321634	220445795
chr1	222791438	222841349
chr1	224301812	224349749
chr1	224370941	224381142
chr1	224544580	224567153
chr1	224572844	224622001
chr1	225965514	225978168
chr1	226107577	226111950
chr1	226170402	226187044
chr1	226332379	226374442
chr1	226548391	226595794
chr1	227058316	227083799
chr1	227918889	227923112
chr1	227922696	227968932
chr1	228270408	228286913
chr1	228294379	228297013
chr1	228327928	228336655
chr1	228353504	228369958
chr1	228675082	228683889
chr1	229406808	229441640
chr1	229440128	229441250
chr2	61705068	61765418
chr1	229652328	229694454
chr1	229728864	229761794
chr1	230202984	230417868
chr1	230778226	230829728
chr1	231114839	231136479
chr1	231376957	231413719
chr1	231468476	231473618
chr1	231664414	231702269
chr1	233086356	233119628
chr1	234509428	234519795
chr1	234740014	234745271
chr1	235272657	235292152
chr1	235294497	235324565
chr1	235530741	235615756
chr1	241660856	241683085
chr1	243419342	243663393
chr1	244216506	244220780
chr1	244998959	245008359
chr1	245013601	245027827
chr1	246703862	246729563
chr1	246729757	246831897
chr1	249104644	249120114
chr1	249132422	249143716
chr10	180404	300577
chr10	1034373	1065870
chr10	1085359	1095306
chr10	3179919	3214974
chr10	5726800	5805703
chr10	5807185	5855397
chr10	5936348	5979558
chr10	6130996	6159410
chr10	7830066	7849762
chr10	11962020	12084808
chr10	12238186	12292588
chr10	13359428	13390293
chr10	13628964	13672859
chr10	14880304	14913740
chr10	15139178	15146256
chr10	17686149	17758821
chr10	21823100	21846114
chr10	22605311	22620414
chr10	22605316	22609234
chr10	22610027	22620413
chr10	23384507	23410942
chr10	27035524	27150016
chr10	27399039	27443349
chr10	27484142	27529726
chr10	27793102	27831166
chr10	28822420	28912041
chr10	30598729	30638267
chr10	31133564	31320866
chr10	32556643	32636146
chr10	33189245	33247158
chr10	35297478	35379311
chr10	35625436	35861594
chr10	38299577	38348995
chr10	38383263	38412278
chr10	43278242	43330385
chr10	43633892	43680749
chr10	43881064	43904656
chr10	44139309	44144329
chr10	45496370	45500774
chr10	50723150	50732327
chr10	52065360	52383716
chr10	53455245	53459355
chr10	60028921	60049345
chr10	60145169	60158980
chr10	64564515	64568239
chr10	65281160	65384888
chr10	69681655	69835103
chr10	70480995	70552134
chr10	70715925	70744824
chr10	70883933	70934168
chr10	70939989	70968849
chr10	71907044	71930270
chr10	71962590	71993185
chr10	72575703	72640932
chr10	73855789	73975867
chr10	73975769	73995618
chr10	74092587	74114677
chr10	74127083	74385949
chr10	74452376	74647452
chr10	74894281	74927853
chr10	74927876	75001939
chr10	75001713	75007013
chr10	75008606	75012402
chr10	75134858	75173816
chr10	75504130	75531933
chr10	75541805	75543410
chr10	75545381	75561556
chr10	75880014	75910843
chr10	75936246	76469061
chr10	76871392	76941881
chr10	79793517	79800473
chr10	81107224	81115089
chr10	85899264	85913324
chr10	88195012	88281549
chr10	88854952	88951222
chr10	89511268	89577988
chr10	89623381	89731687
chr10	92631708	92661947
chr10	92980419	93044094
chr10	93558182	93625232
chr10	94050923	94113721
chr10	94211440	94257518
chr10	95427639	95462349
chr10	97423157	97453684
chr10	97889471	97923517
chr10	98277866	98346769
chr10	98592711	98724198
chr10	99195665	99205774
chr10	99205887	99217127
chr10	99218080	99258179
chr10	99258680	99330963
chr10	99400442	99436189
chr10	99496877	99520664
chr10	100175954	100206692
chr10	101370279	101380196
chr10	101470624	101492423
chr10	102033049	102046437
chr10	102283496	102289628
chr10	102672325	102673643
chr10	102746026	102747272
chr10	102747299	102754160
chr10	103338638	103348027
